request_type,department,officer_workload,queue_size,priority,medical_urgency,legal_urgency,citizen_category,escalation_count,base_days,sla_limit_days,processing_days,delayed,sla_breached,officer_id,is_anomaly,anomaly_type
Scholarship Request,Social Welfare,14,105,High,0,1,OBC,0,12.0,15.0,25.11,1,1,109,0,None
Income Certificate,Revenue,20,149,Low,0,0,General,0,5.0,7.0,21.66,1,1,114,0,None
Caste Certificate,Revenue,25,208,Low,0,0,General,1,7.0,10.0,53.59,1,1,103,0,None
Land Approval,Land,18,155,Low,0,0,ST,0,30.0,45.0,131.16,1,1,113,0,None
Income Certificate,Revenue,24,198,Low,0,0,General,0,5.0,7.0,28.58,1,1,102,0,None
Pension Request,Social Welfare,14,134,Medium,0,0,OBC,0,18.0,21.0,52.59,1,1,103,0,None
Income Certificate,Revenue,17,142,Low,0,0,General,0,5.0,7.0,21.76,1,1,112,0,None
Business License,Commercial,20,96,Low,0,0,General,0,20.0,25.0,80.56,1,1,109,0,None
Business License,Commercial,41,142,Medium,0,0,General,0,20.0,25.0,88.28,1,1,113,0,None
Scholarship Request,Social Welfare,11,60,Medium,0,0,General,0,12.0,15.0,22.93,1,1,111,0,None
Land Approval,Land,16,109,Medium,0,0,General,2,30.0,45.0,158.6,1,1,108,0,None
Business License,Commercial,18,174,Medium,0,0,General,1,20.0,25.0,101.2,1,1,101,0,None
Land Approval,Land,20,164,High,0,0,General,0,30.0,45.0,77.66,1,1,108,0,None
General Service Request,Revenue,19,94,Critical,0,0,General,0,6.0,10.0,6.81,0,0,108,0,None
Complaint Registration,Complaints,37,262,High,0,0,OBC,0,15.0,20.0,62.96,1,1,104,0,None
General Service Request,Revenue,15,81,Medium,0,0,ST,0,6.0,10.0,14.94,1,1,102,0,None
Business License,Commercial,20,178,Low,0,0,SC,0,20.0,25.0,98.73,1,1,109,0,None
Residence Certificate,Revenue,37,237,Low,0,0,General,0,4.0,7.0,27.48,1,1,113,0,None
Complaint Registration,Complaints,22,124,High,0,0,General,0,15.0,20.0,36.62,1,1,105,0,None
Residence Certificate,Revenue,25,135,Critical,0,0,General,0,4.0,7.0,5.92,1,0,111,0,None
Land Approval,Land,30,104,Critical,1,0,OBC,0,30.0,45.0,42.54,1,0,103,0,None
Residence Certificate,Revenue,32,276,High,0,0,General,0,4.0,7.0,14.71,1,1,112,0,None
Pension Request,Social Welfare,15,78,Medium,0,0,General,2,18.0,21.0,85.82,1,1,112,0,None
Caste Certificate,Revenue,16,115,Critical,0,0,ST,0,7.0,10.0,6.73,0,0,102,0,None
Caste Certificate,Revenue,14,83,Low,0,0,General,1,7.0,10.0,31.95,1,1,105,0,None
Residence Certificate,Revenue,14,85,High,0,0,General,0,4.0,7.0,7.41,1,1,110,0,None
Residence Certificate,Revenue,19,113,High,0,1,General,0,4.0,7.0,8.55,1,1,112,0,None
Business License,Commercial,24,165,Medium,0,0,ST,2,20.0,25.0,147.27,1,1,105,0,None
Business License,Commercial,18,128,Medium,0,0,General,0,20.0,25.0,71.06,1,1,103,0,None
Complaint Registration,Complaints,10,92,Low,0,0,SC,0,15.0,20.0,47.11,1,1,113,0,None
Income Certificate,Revenue,21,183,Medium,0,0,General,0,5.0,7.0,18.87,1,1,111,0,None
Residence Certificate,Revenue,16,91,Critical,1,0,OBC,0,4.0,7.0,4.26,0,0,108,0,None
Business License,Commercial,31,156,High,0,0,OBC,0,20.0,25.0,57.17,1,1,108,0,None
Business License,Commercial,16,145,Medium,0,0,General,2,20.0,25.0,114.33,1,1,108,0,None
Business License,Commercial,14,122,Low,0,0,General,0,20.0,25.0,71.65,1,1,107,0,None
Scholarship Request,Social Welfare,34,207,Critical,0,1,General,0,12.0,15.0,22.97,1,1,106,0,None
Complaint Registration,Complaints,22,190,Medium,0,0,General,0,15.0,20.0,58.84,1,1,109,0,None
Scholarship Request,Social Welfare,24,175,High,0,0,General,0,12.0,15.0,31.93,1,1,102,0,None
Scholarship Request,Social Welfare,18,162,High,0,0,General,2,12.0,15.0,52.8,1,1,114,0,None
General Service Request,Revenue,12,73,Medium,0,0,General,0,6.0,10.0,14.89,1,1,107,0,None
Business License,Commercial,19,77,Low,0,0,General,0,20.0,25.0,77.36,1,1,110,0,None
Income Certificate,Revenue,19,77,High,0,0,General,3,5.0,7.0,19.55,1,1,114,0,None
Business License,Commercial,12,70,Medium,0,0,ST,0,20.0,25.0,45.21,1,1,103,0,None
Land Approval,Land,16,123,Critical,0,0,SC,0,30.0,45.0,36.47,0,0,111,0,None
Complaint Registration,Complaints,18,69,Critical,0,0,General,0,15.0,20.0,17.4,0,0,106,0,None
Residence Certificate,Revenue,21,154,Medium,0,0,General,0,4.0,7.0,14.09,1,1,112,0,None
Caste Certificate,Revenue,22,196,Low,0,0,General,0,7.0,10.0,37.62,1,1,110,0,None
Land Approval,Land,10,92,Low,0,0,General,0,30.0,45.0,96.48,1,1,104,0,None
Business License,Commercial,24,183,Low,0,0,OBC,0,20.0,25.0,102.64,1,1,102,0,None
Complaint Registration,Complaints,29,154,High,0,0,General,0,15.0,20.0,39.82,1,1,104,0,None
Land Approval,Land,21,171,Medium,0,0,General,1,30.0,45.0,155.83,1,1,107,0,None
Scholarship Request,Social Welfare,15,99,Medium,0,0,SC,1,12.0,15.0,45.89,1,1,106,0,None
Residence Certificate,Revenue,17,120,Medium,0,0,General,0,4.0,7.0,11.47,1,1,108,0,None
Income Certificate,Revenue,26,168,Low,0,0,Senior Citizen,0,5.0,7.0,26.08,1,1,104,0,None
Residence Certificate,Revenue,14,84,High,0,0,General,0,4.0,7.0,6.95,1,0,105,0,None
Income Certificate,Revenue,34,248,Medium,0,0,General,0,5.0,7.0,25.1,1,1,104,0,None
Complaint Registration,Complaints,9,73,Medium,0,0,Senior Citizen,0,15.0,20.0,35.04,1,1,109,0,None
Income Certificate,Revenue,24,119,Medium,0,0,General,0,5.0,7.0,15.75,1,1,104,0,None
Complaint Registration,Complaints,10,63,Critical,0,1,ST,0,15.0,20.0,11.12,0,0,113,0,None
Residence Certificate,Revenue,19,172,High,0,0,General,0,4.0,7.0,9.4,1,1,106,0,None
Business License,Commercial,12,88,Medium,0,0,General,0,20.0,25.0,47.41,1,1,103,0,None
Scholarship Request,Social Welfare,24,131,Low,0,0,ST,0,12.0,15.0,55.78,1,1,105,0,None
Land Approval,Land,18,150,Medium,0,0,General,0,30.0,45.0,104.3,1,1,102,0,None
Residence Certificate,Revenue,18,98,Medium,0,0,General,3,4.0,7.0,25.48,1,1,109,0,None
Business License,Commercial,25,163,Medium,0,0,OBC,0,20.0,25.0,72.65,1,1,102,0,None
Scholarship Request,Social Welfare,33,219,Critical,1,0,General,0,12.0,15.0,24.81,1,1,114,0,None
Land Approval,Land,11,77,Low,0,0,OBC,0,30.0,45.0,89.49,1,1,113,0,None
Business License,Commercial,19,133,Medium,0,0,ST,0,20.0,25.0,60.81,1,1,106,0,None
Land Approval,Land,37,198,Low,0,0,General,0,30.0,45.0,186.53,1,1,114,0,None
Residence Certificate,Revenue,40,191,High,1,0,General,0,4.0,7.0,14.83,1,1,111,0,None
Scholarship Request,Social Welfare,43,325,High,1,0,OBC,0,12.0,15.0,50.74,1,1,107,0,None
Business License,Commercial,40,319,Low,0,0,General,0,20.0,25.0,168.4,1,1,104,0,None
Scholarship Request,Social Welfare,37,317,Medium,0,0,SC,2,12.0,15.0,127.87,1,1,104,0,None
Scholarship Request,Social Welfare,12,80,High,0,0,SC,0,12.0,15.0,19.82,1,1,105,0,None
Land Approval,Land,29,243,Critical,0,1,SC,0,30.0,45.0,56.89,1,1,108,0,None
Complaint Registration,Complaints,21,153,Medium,0,0,Differently Abled,1,15.0,20.0,73.63,1,1,101,0,None
Complaint Registration,Complaints,18,106,High,0,0,General,0,15.0,20.0,27.21,1,1,101,0,None
Residence Certificate,Revenue,17,139,Critical,0,1,Differently Abled,0,4.0,7.0,4.55,0,0,103,0,None
Pension Request,Social Welfare,17,130,Low,0,0,General,0,18.0,21.0,71.26,1,1,111,0,None
Business License,Commercial,24,172,Critical,0,0,Differently Abled,0,20.0,25.0,135.88,1,1,112,1,excessive_delay
Income Certificate,Revenue,18,125,High,0,0,ST,0,5.0,7.0,10.75,1,1,114,0,None
Pension Request,Social Welfare,33,125,High,0,0,General,0,18.0,21.0,46.62,1,1,105,0,None
Business License,Commercial,22,120,Low,0,0,SC,0,20.0,25.0,80.93,1,1,112,0,None
General Service Request,Revenue,19,116,High,1,0,General,0,6.0,10.0,13.0,1,1,103,0,None
Pension Request,Social Welfare,11,68,Medium,0,0,General,0,18.0,21.0,41.12,1,1,103,0,None
Land Approval,Land,12,138,High,0,0,General,1,30.0,45.0,88.61,1,1,108,0,None
Land Approval,Land,19,104,Low,0,0,General,1,30.0,45.0,160.29,1,1,103,0,None
Residence Certificate,Revenue,13,127,Low,0,0,SC,0,4.0,7.0,15.04,1,1,114,0,None
Pension Request,Social Welfare,26,198,Low,0,0,General,0,18.0,21.0,100.68,1,1,111,0,None
Complaint Registration,Complaints,20,179,Low,0,0,Differently Abled,0,15.0,20.0,75.45,1,1,108,0,None
Scholarship Request,Social Welfare,31,141,High,0,0,OBC,0,12.0,15.0,34.4,1,1,111,0,None
Complaint Registration,Complaints,22,207,Medium,0,0,General,0,15.0,20.0,62.27,1,1,104,0,None
Caste Certificate,Revenue,13,146,Medium,0,0,OBC,0,7.0,10.0,23.45,1,1,112,0,None
Residence Certificate,Revenue,16,135,Medium,0,0,OBC,0,4.0,7.0,12.05,1,1,114,0,None
Pension Request,Social Welfare,15,162,High,0,0,OBC,1,18.0,21.0,58.8,1,1,111,0,None
Residence Certificate,Revenue,12,87,Medium,0,0,General,0,4.0,7.0,8.91,1,1,114,0,None
Pension Request,Social Welfare,33,169,Low,0,0,General,0,18.0,21.0,104.9,1,1,103,0,None
Business License,Commercial,18,125,Medium,0,0,General,0,20.0,25.0,57.88,1,1,105,0,None
Caste Certificate,Revenue,33,156,Medium,0,0,OBC,2,7.0,10.0,51.25,1,1,101,0,None
Business License,Commercial,10,93,Low,0,0,OBC,0,20.0,25.0,65.92,1,1,106,0,None
Residence Certificate,Revenue,16,80,High,0,0,General,0,4.0,7.0,8.26,1,1,110,0,None
Complaint Registration,Complaints,16,72,High,0,0,Differently Abled,2,15.0,20.0,47.18,1,1,114,0,None
Residence Certificate,Revenue,14,101,Critical,0,0,General,0,4.0,7.0,3.62,0,0,102,0,None
Caste Certificate,Revenue,8,61,Low,0,0,General,0,7.0,10.0,19.41,1,1,113,0,None
General Service Request,Revenue,18,160,Medium,0,0,SC,0,6.0,10.0,21.27,1,1,108,0,None
Income Certificate,Revenue,22,137,High,0,0,General,0,5.0,7.0,12.99,1,1,111,0,None
Residence Certificate,Revenue,36,288,Medium,0,0,Senior Citizen,2,4.0,7.0,26.9,1,1,101,1,excessive_delay
Scholarship Request,Social Welfare,19,139,Medium,0,0,General,1,12.0,15.0,55.97,1,1,106,0,None
Scholarship Request,Social Welfare,15,81,Low,0,0,OBC,1,12.0,15.0,54.62,1,1,110,0,None
Caste Certificate,Revenue,12,116,High,1,0,General,0,7.0,10.0,13.83,1,1,112,0,None
Land Approval,Land,12,106,Low,0,0,General,0,30.0,45.0,97.19,1,1,109,0,None
Income Certificate,Revenue,14,96,Medium,0,0,OBC,0,5.0,7.0,13.31,1,1,113,0,None
Caste Certificate,Revenue,19,126,Low,0,0,ST,0,7.0,10.0,28.32,1,1,105,0,None
Business License,Commercial,27,158,Medium,0,0,OBC,1,20.0,25.0,111.61,1,1,113,0,None
Residence Certificate,Revenue,22,171,Low,0,0,General,0,4.0,7.0,21.05,1,1,113,0,None
Residence Certificate,Revenue,35,179,Medium,0,0,General,0,4.0,7.0,17.44,1,1,104,0,None
Residence Certificate,Revenue,15,98,Medium,0,0,Senior Citizen,0,4.0,7.0,11.51,1,1,105,0,None
Scholarship Request,Social Welfare,16,138,Low,0,0,General,0,12.0,15.0,48.72,1,1,109,0,None
Complaint Registration,Complaints,13,73,Low,0,0,ST,0,15.0,20.0,46.93,1,1,105,0,None
Complaint Registration,Complaints,20,131,Medium,0,0,General,2,15.0,20.0,87.62,1,1,114,0,None
Income Certificate,Revenue,10,96,High,0,0,General,0,5.0,7.0,8.65,1,1,112,0,None
Land Approval,Land,18,96,High,0,0,General,0,30.0,45.0,54.6,1,1,108,0,None
Scholarship Request,Social Welfare,30,249,High,0,0,OBC,0,12.0,15.0,42.57,1,1,113,0,None
General Service Request,Revenue,16,144,High,0,1,ST,0,6.0,10.0,14.03,1,1,113,0,None
Residence Certificate,Revenue,10,69,High,0,0,General,1,4.0,7.0,8.64,1,1,113,0,None
Residence Certificate,Revenue,17,106,Critical,0,0,Senior Citizen,0,4.0,7.0,23.63,1,1,104,1,excessive_delay
Caste Certificate,Revenue,16,144,High,0,0,General,0,7.0,10.0,15.7,1,1,110,0,None
Land Approval,Land,26,181,Low,0,0,General,0,30.0,45.0,154.78,1,1,107,0,None
Pension Request,Social Welfare,34,242,Low,0,0,General,0,18.0,21.0,125.63,1,1,101,0,None
General Service Request,Revenue,23,159,Medium,0,0,General,0,6.0,10.0,22.85,1,1,106,0,None
Complaint Registration,Complaints,21,88,Low,0,0,SC,0,15.0,20.0,59.35,1,1,114,0,None
Business License,Commercial,15,81,High,0,0,General,0,20.0,25.0,35.67,1,1,110,0,None
Pension Request,Social Welfare,23,171,Low,0,0,General,0,18.0,21.0,88.42,1,1,112,0,None
Caste Certificate,Revenue,22,155,Medium,0,0,General,1,7.0,10.0,35.29,1,1,112,0,None
Land Approval,Land,14,82,Low,0,0,Senior Citizen,1,30.0,45.0,134.64,1,1,113,0,None
Land Approval,Land,27,220,Low,0,0,OBC,0,30.0,45.0,181.88,1,1,109,0,None
General Service Request,Revenue,12,72,High,0,0,Senior Citizen,0,6.0,10.0,9.94,1,0,107,0,None
Business License,Commercial,40,148,High,0,0,General,0,20.0,25.0,66.0,1,1,112,0,None
Caste Certificate,Revenue,10,107,Medium,0,0,Senior Citizen,0,7.0,10.0,19.79,1,1,103,0,None
Residence Certificate,Revenue,16,128,High,0,0,OBC,1,4.0,7.0,11.42,1,1,114,0,None
Business License,Commercial,34,272,Low,0,0,OBC,1,20.0,25.0,202.49,1,1,106,0,None
Business License,Commercial,23,147,Medium,0,0,General,0,20.0,25.0,68.21,1,1,113,0,None
Caste Certificate,Revenue,16,157,Medium,0,0,General,0,7.0,10.0,25.42,1,1,112,0,None
General Service Request,Revenue,34,168,Medium,0,0,General,0,6.0,10.0,24.09,1,1,107,0,None
Scholarship Request,Social Welfare,14,109,Medium,0,0,General,0,12.0,15.0,32.14,1,1,105,0,None
Scholarship Request,Social Welfare,31,141,Low,0,0,General,0,12.0,15.0,62.64,1,1,111,0,None
Scholarship Request,Social Welfare,32,275,Low,0,0,General,1,12.0,15.0,115.01,1,1,102,0,None
Pension Request,Social Welfare,13,94,High,0,0,OBC,0,18.0,21.0,32.45,1,1,104,0,None
Residence Certificate,Revenue,12,113,Low,0,0,General,0,4.0,7.0,13.54,1,1,108,0,None
General Service Request,Revenue,19,100,High,0,1,General,0,6.0,10.0,11.72,1,1,112,0,None
Income Certificate,Revenue,30,239,Medium,0,0,Senior Citizen,0,5.0,7.0,24.86,1,1,109,0,None
Scholarship Request,Social Welfare,21,145,Medium,0,0,OBC,0,12.0,15.0,41.32,1,1,109,0,None
Caste Certificate,Revenue,15,89,Low,0,0,SC,1,7.0,10.0,32.78,1,1,110,0,None
Scholarship Request,Social Welfare,18,106,High,0,0,ST,0,12.0,15.0,23.95,1,1,108,0,None
Caste Certificate,Revenue,28,133,Low,0,0,General,2,7.0,10.0,61.81,1,1,108,0,None
Caste Certificate,Revenue,29,161,Critical,0,1,General,0,7.0,10.0,9.66,1,0,102,0,None
Residence Certificate,Revenue,23,180,Low,0,0,General,0,4.0,7.0,20.66,1,1,109,0,None
Complaint Registration,Complaints,28,117,Low,0,0,General,0,15.0,20.0,0.5,0,0,114,1,fast_approval
Complaint Registration,Complaints,17,116,Critical,0,1,ST,0,15.0,20.0,16.98,0,0,101,0,None
Income Certificate,Revenue,24,131,High,0,1,General,0,5.0,7.0,12.11,1,1,113,0,None
General Service Request,Revenue,11,67,Medium,0,0,SC,0,6.0,10.0,15.24,1,1,101,0,None
Residence Certificate,Revenue,17,151,High,0,0,OBC,0,4.0,7.0,10.22,1,1,114,0,None
Caste Certificate,Revenue,10,64,Low,0,0,General,0,7.0,10.0,18.51,1,1,108,0,None
Land Approval,Land,30,268,Critical,1,0,Senior Citizen,0,30.0,45.0,62.37,1,1,112,0,None
Income Certificate,Revenue,33,217,Medium,0,0,General,0,5.0,7.0,23.94,1,1,113,0,None
Pension Request,Social Welfare,23,146,Low,0,0,Differently Abled,1,18.0,21.0,125.23,1,1,103,0,None
Scholarship Request,Social Welfare,39,225,Critical,0,1,SC,0,12.0,15.0,25.26,1,1,106,0,None
Business License,Commercial,12,62,Low,0,0,OBC,1,20.0,25.0,80.06,1,1,109,0,None
Business License,Commercial,13,131,High,0,0,OBC,1,20.0,25.0,57.16,1,1,112,0,None
Land Approval,Land,11,49,Low,0,0,Differently Abled,0,30.0,45.0,71.77,1,1,103,0,None
General Service Request,Revenue,13,88,Medium,0,0,Senior Citizen,0,6.0,10.0,15.65,1,1,107,0,None
Pension Request,Social Welfare,20,152,Low,0,0,General,0,18.0,21.0,81.53,1,1,113,0,None
Caste Certificate,Revenue,16,163,High,0,0,SC,0,7.0,10.0,17.03,1,1,101,0,None
Scholarship Request,Social Welfare,30,230,Critical,0,1,OBC,0,12.0,15.0,23.85,1,1,112,0,None
Pension Request,Social Welfare,27,219,Medium,0,0,General,0,18.0,21.0,88.95,1,1,105,0,None
Land Approval,Land,30,281,Medium,0,0,OBC,0,30.0,45.0,162.13,1,1,101,0,None
Pension Request,Social Welfare,27,248,Low,0,0,General,0,18.0,21.0,111.25,1,1,114,0,None
Pension Request,Social Welfare,15,90,Medium,0,0,General,0,18.0,21.0,53.1,1,1,111,0,None
Business License,Commercial,7,51,Critical,1,0,General,0,20.0,25.0,14.11,0,0,102,0,None
Business License,Commercial,10,90,Critical,0,1,OBC,0,20.0,25.0,17.52,0,0,106,0,None
Income Certificate,Revenue,19,152,Low,0,0,OBC,1,5.0,7.0,32.21,1,1,104,0,None
Land Approval,Land,9,92,Medium,0,0,General,1,30.0,45.0,104.33,1,1,113,0,None
Pension Request,Social Welfare,8,67,High,0,0,Differently Abled,0,18.0,21.0,30.89,1,1,106,0,None
Residence Certificate,Revenue,27,149,Critical,0,1,Senior Citizen,2,4.0,7.0,12.27,1,1,108,0,None
Business License,Commercial,17,157,Medium,0,0,ST,2,20.0,25.0,125.61,1,1,106,0,None
Residence Certificate,Revenue,33,300,Low,0,0,OBC,0,4.0,7.0,29.17,1,1,111,0,None
Caste Certificate,Revenue,14,96,High,1,0,General,0,7.0,10.0,13.75,1,1,109,0,None
Income Certificate,Revenue,19,160,Critical,0,0,OBC,0,5.0,7.0,6.74,1,0,112,0,None
Business License,Commercial,14,89,High,0,0,Senior Citizen,0,20.0,25.0,33.66,1,1,104,0,None
Business License,Commercial,16,146,Medium,0,0,OBC,0,20.0,25.0,66.0,1,1,102,0,None
Business License,Commercial,18,83,Medium,0,0,General,0,20.0,25.0,48.9,1,1,114,0,None
Scholarship Request,Social Welfare,14,78,Low,0,0,Senior Citizen,0,12.0,15.0,40.89,1,1,111,0,None
Residence Certificate,Revenue,33,161,Critical,0,0,OBC,2,4.0,7.0,12.56,1,1,101,0,None
Land Approval,Land,24,230,Medium,0,0,General,0,30.0,45.0,135.96,1,1,106,0,None
Caste Certificate,Revenue,22,167,Medium,0,0,Senior Citizen,0,7.0,10.0,26.8,1,1,106,0,None
Complaint Registration,Complaints,19,160,Medium,0,0,Differently Abled,1,15.0,20.0,75.54,1,1,107,0,None
Caste Certificate,Revenue,13,70,Low,0,0,General,0,7.0,10.0,22.94,1,1,109,0,None
Land Approval,Land,20,144,Medium,0,0,General,0,30.0,45.0,103.22,1,1,106,0,None
Scholarship Request,Social Welfare,18,98,Medium,0,0,General,0,12.0,15.0,34.27,1,1,103,0,None
Caste Certificate,Revenue,28,199,Medium,0,0,Senior Citizen,2,7.0,10.0,55.12,1,1,107,0,None
Income Certificate,Revenue,16,141,Low,0,0,SC,1,5.0,7.0,29.05,1,1,101,0,None
General Service Request,Revenue,16,90,High,0,0,SC,0,6.0,10.0,11.21,1,1,109,0,None
Income Certificate,Revenue,29,206,High,0,0,ST,0,5.0,7.0,16.39,1,1,111,0,None
Pension Request,Social Welfare,31,181,Medium,0,0,Differently Abled,0,18.0,21.0,80.58,1,1,111,0,None
Income Certificate,Revenue,15,126,Medium,0,0,General,1,5.0,7.0,21.45,1,1,109,0,None
Scholarship Request,Social Welfare,22,152,High,0,0,General,0,12.0,15.0,33.53,1,1,109,0,None
Caste Certificate,Revenue,21,135,Critical,1,0,SC,0,7.0,10.0,7.89,0,0,105,0,None
Pension Request,Social Welfare,25,187,Low,0,0,General,0,18.0,21.0,98.4,1,1,103,0,None
Pension Request,Social Welfare,15,143,Medium,0,0,OBC,0,18.0,21.0,53.87,1,1,103,0,None
General Service Request,Revenue,14,101,High,0,0,General,0,6.0,10.0,11.71,1,1,110,0,None
Pension Request,Social Welfare,25,125,High,0,0,General,1,18.0,21.0,62.79,1,1,113,0,None
Caste Certificate,Revenue,15,107,Medium,0,0,General,0,7.0,10.0,20.08,1,1,114,0,None
Pension Request,Social Welfare,12,107,Medium,0,0,General,1,18.0,21.0,0.79,0,0,113,1,fast_approval
General Service Request,Revenue,17,121,Medium,0,0,General,0,6.0,10.0,19.21,1,1,113,0,None
Land Approval,Land,15,117,High,0,1,ST,0,30.0,45.0,63.49,1,1,110,0,None
Income Certificate,Revenue,20,174,High,1,0,OBC,0,5.0,7.0,12.55,1,1,109,0,None
Caste Certificate,Revenue,12,111,Critical,0,1,General,1,7.0,10.0,12.05,1,1,106,0,None
Income Certificate,Revenue,30,264,Low,0,0,OBC,0,5.0,7.0,32.21,1,1,103,0,None
Land Approval,Land,13,94,Medium,0,0,General,0,30.0,45.0,84.28,1,1,106,1,high_rejections
Caste Certificate,Revenue,19,154,Low,0,0,General,1,7.0,10.0,43.55,1,1,105,0,None
Land Approval,Land,22,132,Medium,0,0,General,0,30.0,45.0,101.2,1,1,110,0,None
General Service Request,Revenue,21,125,Critical,0,0,General,0,6.0,10.0,8.72,1,0,114,0,None
Land Approval,Land,40,233,High,0,0,General,0,30.0,45.0,112.09,1,1,107,0,None
Pension Request,Social Welfare,33,151,Medium,0,0,OBC,0,18.0,21.0,72.45,1,1,108,0,None
Income Certificate,Revenue,14,139,Low,0,0,General,0,5.0,7.0,18.8,1,1,110,0,None
Income Certificate,Revenue,27,155,High,0,0,ST,3,5.0,7.0,30.88,1,1,101,0,None
Land Approval,Land,21,119,Low,0,0,General,0,30.0,45.0,127.19,1,1,113,0,None
Pension Request,Social Welfare,16,123,Medium,0,0,SC,0,18.0,21.0,52.34,1,1,114,0,None
Residence Certificate,Revenue,14,62,Low,0,0,General,1,4.0,7.0,16.16,1,1,104,0,None
Land Approval,Land,13,80,High,0,0,General,0,30.0,45.0,53.23,1,1,113,0,None
Scholarship Request,Social Welfare,18,88,Low,0,0,General,0,12.0,15.0,43.56,1,1,106,0,None
Caste Certificate,Revenue,21,203,Medium,0,0,OBC,0,7.0,10.0,27.55,1,1,102,0,None
Business License,Commercial,21,106,Medium,0,0,SC,0,20.0,25.0,64.63,1,1,102,0,None
General Service Request,Revenue,29,239,High,0,0,Differently Abled,1,6.0,10.0,28.35,1,1,109,0,None
General Service Request,Revenue,18,112,Medium,0,0,General,0,6.0,10.0,17.52,1,1,101,0,None
Income Certificate,Revenue,16,102,Low,0,0,General,0,5.0,7.0,18.76,1,1,104,0,None
Income Certificate,Revenue,32,236,Critical,1,0,ST,0,5.0,7.0,9.87,1,1,110,0,None
Residence Certificate,Revenue,12,115,Low,0,0,OBC,0,4.0,7.0,14.81,1,1,107,0,None
Business License,Commercial,28,158,Medium,0,0,ST,0,20.0,25.0,77.55,1,1,105,0,None
Caste Certificate,Revenue,14,143,Low,0,0,OBC,0,7.0,10.0,29.66,1,1,103,0,None
Income Certificate,Revenue,40,361,Low,0,0,Differently Abled,0,5.0,7.0,42.64,1,1,104,0,None
Land Approval,Land,11,100,Low,0,0,OBC,1,30.0,45.0,128.18,1,1,106,0,None
Caste Certificate,Revenue,14,96,Critical,0,1,General,0,7.0,10.0,9.96,1,0,111,0,None
Scholarship Request,Social Welfare,17,144,Critical,0,0,OBC,0,12.0,15.0,18.01,1,1,109,0,None
Caste Certificate,Revenue,21,210,High,0,0,Senior Citizen,0,7.0,10.0,20.13,1,1,106,0,None
Residence Certificate,Revenue,14,82,Medium,0,0,OBC,0,4.0,7.0,9.84,1,1,107,0,None
Income Certificate,Revenue,14,79,Medium,0,0,OBC,1,5.0,7.0,16.89,1,1,105,0,None
Caste Certificate,Revenue,16,74,Low,0,0,Senior Citizen,0,7.0,10.0,24.26,1,1,102,0,None
Complaint Registration,Complaints,12,119,Medium,0,0,OBC,0,15.0,20.0,42.75,1,1,111,0,None
Business License,Commercial,22,81,High,0,0,Senior Citizen,0,20.0,25.0,37.73,1,1,105,0,None
Complaint Registration,Complaints,17,80,Critical,1,0,General,0,15.0,20.0,16.67,0,0,105,0,None
Pension Request,Social Welfare,32,221,Low,0,0,Senior Citizen,2,18.0,21.0,199.5,1,1,114,0,None
Income Certificate,Revenue,18,96,Low,0,0,Senior Citizen,1,5.0,7.0,25.66,1,1,112,0,None
Income Certificate,Revenue,35,146,Low,0,0,General,0,5.0,7.0,27.19,1,1,104,0,None
Land Approval,Land,20,114,Medium,0,0,General,1,30.0,45.0,133.48,1,1,108,0,None
